-1.963784446407114803e+00,3.357147100682742469e+00
-2.800093092362990532e+00,2.844230736063824150e+00
-2.434239717136258641e+00,2.955234837151048843e+00
-2.166965029741246163e+00,2.353051894897984830e+00
-2.782982097854256320e+00,1.752350375950402661e+00
-2.674824758100884381e+00,1.519059631456674442e+00
-1.261193058520504895e+00,3.332846780119437469e+00
-2.393653037180141219e+00,2.709539856854840334e+00
-2.732969228921863003e+00,2.972723146037123509e+00
-3.108033353383236275e+00,9.052193178194023471e-01
-2.160283142426241199e+00,2.740235159563981782e+00
-3.312332472718325871e+00,2.607055066486123618e+00
-3.536882658375085420e+00,2.996278406982849862e+00
-1.831961750945072076e+00,2.784890838170630101e+00
-2.587353903877254169e+00,4.012729464183399486e+00
-2.481605381194885052e+00,2.601604110948973592e+00
-2.193976332169626176e+00,2.760226479823086887e+00
-3.197834917332723847e+00,3.725175213067283053e+00
-2.140846443448578995e+00,2.277087833986407350e+00
-1.532416689289851419e+00,4.334844127987900642e+00
-1.924165765630063696e+00,3.726255659310241164e+00
-5.238974149724649365e+00,5.630503642418831500e-01
-1.461011101702008652e+00,3.360934452059540334e+00
-1.968583150118433878e+00,2.701016302372344136e+00
-1.166701930948896848e+00,3.091292318375784554e+00
-5.266413532328147795e+00,8.067997915184768054e-01
-5.602916472991668062e-01,3.792531426142177864e+00
-3.525583189983118260e+00,1.651087125577050951e+00
-9.290853721447120961e-01,2.375916312338073766e+00
-4.005833476670804139e+00,2.042697246097768371e+00
6.175353559955798488e-02,3.624614141017354463e+00
-3.351309426998787977e+00,3.043113319287185092e+00
-2.711287584563029096e+00,2.206706221464312279e+00
-3.221970442058662343e+00,2.106109505524244696e+00
-2.774073902158760152e+00,1.288956817326874615e+00
-1.944264193190172962e+00,1.632365220476132972e+00
-1.419870159055525161e+00,2.056841851082677142e+00
-2.443973504271178765e+00,3.543430337292428511e+00
-2.642963070439434681e+00,4.402760676409560148e+00
-3.042086333019927924e+00,2.609076196711700657e+00
-2.090669253634821256e+00,4.283486346445054771e+00
-1.987185636840991476e+00,3.043572308336470300e+00
-3.937000370760635359e+00,2.517313360995071303e+00
-2.202195095705876238e+00,3.213152356078362804e+00
-3.512408919492308712e+00,2.357086382632270105e+00
-2.889312953979317200e+00,4.972456222075944510e+00
4.067330616139797073e-01,4.237921302759729336e+00
-2.403223791975875656e+00,3.415025905432160780e+00
-3.748214929154104258e+00,9.934968383835021122e-01
-3.856348375128910710e+00,3.082071367176313359e+00
-1.871625358567876152e+00,2.547678303842249470e+00
-3.256596556761640837e+00,-1.191479001217423672e-01
-2.497400779631127943e+00,3.481823245770748088e+00
-3.157276649271992142e+00,1.606460901923849605e+00
-2.385795018740604512e+00,1.621790988777358056e+00
-2.776994671842468954e+00,2.265165021985191984e+00
-3.474009990405280135e+00,2.153946483711910886e+00
-1.815140031015166411e+00,1.629597129237000619e+00
-3.613378816606962474e-01,5.394424952168052734e+00
-9.420348348684597362e-01,3.192942677336125357e+00
-9.817595243380152770e-01,3.039425967847125598e+00
-5.607254541205721754e-01,3.960743351109759391e+00
-3.988787479339515496e+00,2.114299611172455684e+00
-3.258230848279195513e+00,2.063147912283043617e+00
-1.895127139061185240e+00,2.935163415105743301e+00
-1.185644237779051924e+00,3.601107473456812258e+00
-3.905222067505661698e+00,1.680414271265874948e+00
-1.985946284917101456e+00,2.970222515211892844e+00
-3.161276606268090372e+00,1.511347965681383521e+00
-2.279284694617905505e+00,3.072041323001951874e+00
-1.931467376918095002e+00,2.554034390550256717e+00
-1.023010943599911293e+00,2.739671903117240070e+00
-2.304818529787456161e+00,3.452284053105841188e+00
-1.075972530497227631e+00,3.258041527044440944e+00
-3.409904025314008713e+00,2.738386341695753234e+00
-3.195363423231499134e+00,1.618355708129087134e+00
-1.066615064135035151e+00,2.798451396574535899e+00
-2.930100773014697957e+00,1.825620615131192892e+00
-2.230375256147090202e+00,1.822101939311313590e+00
-3.545597913594540351e+00,2.337719087794113193e+00
-2.667001741882403021e+00,1.934546530918807239e+00
-2.361232023710315708e+00,2.016132912967639967e+00
-1.348881211605474251e+00,2.119736698909843398e+00
-1.634874032134358446e+00,1.772994905281524591e+00
-1.755639385326247748e+00,1.452267560089179899e+00
-4.875903148802973597e-01,3.921998759334633267e+00
-2.658912090660341399e+00,3.162104285011766436e+00
-1.858965745894209709e+00,3.087466114942174489e+00
-2.140463431789331850e+00,3.633554751611012712e+00
-2.638561570841685189e+00,1.520232456178220115e+00
-3.724564760908250172e+00,6.712872334791324391e-01
-1.915334671646058196e+00,2.583659655338246264e+00
-2.768296339886105351e+00,1.759835991002666855e+00
-1.956543648278246117e+00,3.965564574876426995e+00
-2.344209949189949072e+00,3.057611952366553698e+00
-4.959782085677136187e+00,1.012368982186218958e+00
-1.522851505072142952e+00,1.315053983068035892e+00
-1.724681599696584522e+00,3.100540321337791561e+00
-2.060708617102816831e+00,2.977072140901635411e+00
-1.697993758709201995e+00,4.141715953577640441e+00
-8.613610837202165804e-01,2.793867706571856235e+00
-4.157050009899812437e+00,2.852220376498297849e+00
-1.828187508167496311e+00,2.923829543624381078e+00
-2.395433009504142507e+00,1.680334462255028694e+00
-2.314584634239737149e+00,-6.426230906150509625e-02
-2.349195324836478971e+00,2.309135503227360164e+00
-2.082296423125506113e+00,4.052080436921575490e+00
-5.283762138426857380e-01,2.707361445587656235e+00
-1.257779968300262174e+00,9.194833201169407833e-01
-2.218125795480212492e+00,3.655817074101472830e+00
-3.395802117236908835e+00,9.233359359679453870e-01
-4.531386773040718907e+00,1.126353651305871395e+00
-3.735025689222926104e+00,9.038096549377265809e-01
-3.043767405587835206e+00,3.445579211239138129e+00
-1.700713993690729398e+00,2.264174621568957324e+00
-1.873160164934206229e+00,3.788003752497616006e+00
-1.172954338969899757e+00,2.108978729542944741e+00
-2.580996585485072714e+00,3.163709988783345306e+00
-2.400823750231948939e+00,3.130780554197481358e+00
-3.312744788857959755e+00,2.036624877508680154e+00
-2.469501557208044318e+00,1.985972785432184917e+00
-2.437622499885223171e+00,6.247769933558438016e-01
-2.470740673595561709e+00,4.039768833031617490e+00
-1.181121112612159241e+00,3.514740930850654088e+00
-2.118594742348232529e+00,2.127197769581828712e+00
-1.833394595783861325e+00,3.180989748704302844e+00
-1.696743217159292882e+00,3.978992851907777517e+00
-1.882127907228868136e+00,2.566639694710811437e+00
-3.295913255680327225e+00,1.122824795299219636e+00
-3.541017464020030481e+00,3.130315982504245920e+00
-2.644729767203313209e+00,2.288684014191384009e+00
-2.404024748922632959e-01,3.966387347337049452e+00
-2.897485274801378630e+00,1.822551881612415325e+00
-3.116773790734916894e+00,2.308029151789995126e+00
-1.776126817921387602e+00,3.929021092068575527e+00
-1.615353382391498060e+00,1.842243361966400705e+00
-1.361742762037565280e+00,3.395815729789374959e+00
-2.081520734571976838e+00,4.675372147229722053e+00
-3.963127402314663428e-01,2.304303520998055355e+00
-2.318279919628402297e+00,5.762158885915549256e-01
-3.924960174957325520e+00,1.599504094360899131e+00
-2.100555500130166564e+00,2.305039174092379017e+00
-2.985712353327838464e+00,2.922350694763311996e+00
-3.457307538736213548e+00,1.730957519897638797e+00
-1.674062506483037005e+00,2.389578787251273262e+00
-1.715501226536082280e+00,2.186291250351798610e+00
-1.571855443940925134e+00,3.666551015610378883e+00
-1.580896250854164187e+00,3.479575951350923901e+00
-3.416068557097576619e+00,2.573333170200669873e+00
-3.738776430750200053e+00,4.316050572177814182e-01
-2.083799444075033591e+00,1.349397795485791862e+00
-3.356321261253832233e+00,2.031304218705405784e+00
-3.330872027978063699e+00,1.360019017052088497e+00
-2.486106754008821973e+00,1.482630627452251382e+00
-3.164135942550577063e+00,3.115664294505692933e+00
-3.018365474907149792e+00,2.217108857566208791e+00
-8.397967442326301768e-01,1.976039630806723402e+00
-2.236520219840081314e+00,2.237376731758307979e+00
-2.775617408279803300e+00,1.236655153917845640e+00
-2.474633653088855301e+00,2.095059276609774201e+00
-2.536441775770958085e+00,2.911948276522289714e+00
-3.324833020456881449e+00,2.178648643902759918e+00
-2.551516479784389446e+00,3.185226399284134757e+00
-2.126460886012979223e+00,3.249774014751267259e+00
-1.753889050710625064e+00,1.731127460120238659e+00
-4.883587571761283108e+00,1.488320875403470023e+00
-4.088407669687690316e-01,3.135400781477809762e+00
-1.422127656487641723e+00,1.251821166830171084e+00
-3.853171689217479656e+00,1.558702015496795434e+00
-2.868104650619861751e+00,1.843122746235918985e+00
-3.126638755719294060e+00,2.502168521405020218e+00
-1.522240448514303957e+00,2.784766245702154031e+00
-1.915320612906292075e+00,3.087973535038457840e+00
-3.096792021721882726e+00,2.866599578042323682e+00
-3.498137871240825092e+00,2.832261798110908835e+00
-1.135168574590438295e+00,2.734075626971005590e+00
-1.342185306539850354e+00,3.883493886348938773e+00
-2.313180850366479024e+00,2.028832781801099827e+00
-1.813066235450607522e+00,4.001689404588280041e+00
-2.559126542136660909e+00,3.697442461067137920e+00
-1.828029826044761608e+00,1.990188136786132489e+00
-3.322729255429961448e+00,2.640224536320320947e+00
-1.575817407607413623e+00,2.574309005772260406e+00
-2.896821049190375863e+00,2.510883429202961370e+00
-3.201623931658558408e+00,1.855094109061016683e+00
-2.943487021002056281e+00,2.921644245145228691e+00
-2.979540902521641943e+00,4.081318640451280899e+00
-4.534489074068625669e+00,1.102018414421217285e+00
-3.198613347451546574e+00,1.187439619183689565e+00
-2.342188210720367092e+00,2.365260114759471399e+00
-2.419839020981903843e+00,4.195275386164910358e+00
-2.495572847717081100e+00,1.331785602517743694e+00
-1.672503158640591625e+00,2.089159094346892953e+00
-2.856215511021562126e+00,2.423210292469469174e+00
-3.809875401708404663e+00,2.025698651474569623e+00
-2.308762004297963522e+00,2.368581260351483309e+00
-3.470142831083150803e+00,3.492122055569796046e+00
-3.246569367284822150e+00,1.664971371348629603e+00
-2.194640117096636089e+00,2.468040142364619438e+00
-2.857683267131138738e+00,3.411216424749266451e+00
-9.510445239898870362e-01,3.979825269607651705e+00
-4.087337962825281501e+00,1.443853382366832028e+00
-1.849860599124680149e+00,2.842228775279634689e+00
-3.404105491204571177e+00,3.313242977392328203e+00
-4.101069034719283302e+00,1.209640722385594502e+00
